品牌,车系,排量与年份,机滤,空调滤,空气滤,机油
,,"星聘
- 2011.09-2014 - 1.6L",马勒 ￥26.0,三效空调滤清器 ￥79.0,马勒 ￥29.0,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,,,,,
马自达(进口),CX-5,2012.3-2014 - 2.0L,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,CX-7,2012.01-2015 - 2.5L,马勒 ￥30.0,三效空调滤清器 ￥49.0,马勒 ￥42.0,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,四效空调滤清器 ￥89.0,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,MPV,2002.03-2014 - 3.0L,马勒 ￥38.0,,马勒 ￥42.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,汉格斯特 Hengst ￥55.0,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2002.07-2014 - 2.3L,马勒 ￥30.0,,马勒 ￥42.0,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,,,汉格斯特 Hengst ￥55.0,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,MX-5,2005.11-2014 - 2.0L,马勒 ￥26.0,,GPC（国产） ￥56.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,马自达3,2008-2010 - 1.6L,汉格斯特 Hengst ￥24.0,三效空调滤清器 ￥49.0,马勒 ￥29.0,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,曼牌 Mann ￥28.0,,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,2006.12-2014 - 2.3 T,马勒 ￥30.0,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥424.0
,,,,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,嘉实多 极护 SN 0W-40 ￥588.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2003.10-2014 - 2.0L,马勒 ￥26.0,三效空调滤清器 ￥79.0,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,马自达5,2005.03-2010.12 - 2.0L,马勒 ￥26.0,三效空调滤清器 ￥49.0,马勒 ￥30.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,马自达6,2005.12-2014 - 2.3 T,马勒 ￥30.0,三效空调滤清器 ￥49.0,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,四效空调滤清器 ￥89.0,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥424.0
,,,,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,嘉实多 极护 SN 0W-40 ￥588.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2002.06-2014 - 2.3L,马勒 ￥30.0,三效空调滤清器 ￥49.0,马勒 ￥42.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,四效空调滤清器 ￥89.0,汉格斯特 Hengst ￥55.0,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2005.06-2014 - 2.0L,马勒 ￥25.0,三效空调滤清器 ￥49.0,马勒 ￥42.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,汉格斯特 Hengst ￥27.0,四效空调滤清器 ￥89.0,汉格斯特 Hengst ￥55.0,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,曼牌 Mann ￥24.0,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2002.06-2014 - 2.0L,马勒 ￥25.0,三效空调滤清器 ￥49.0,马勒 ￥42.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,汉格斯特 Hengst ￥27.0,四效空调滤清器 ￥89.0,汉格斯特 Hengst ￥55.0,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,曼牌 Mann ￥24.0,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2005.03-2014 - 2.0L,马勒 ￥26.0,三效空调滤清器 ￥49.0,马勒 ￥42.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,四效空调滤清器 ￥89.0,汉格斯特 Hengst ￥55.0,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2002.06-2014 - 2.0L,马勒 ￥26.0,三效空调滤清器 ￥49.0,马勒 ￥42.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,四效空调滤清器 ￥89.0,汉格斯特 Hengst ￥55.0,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2002.08-2014 - 1.8L,马勒 ￥26.0,三效空调滤清器 ￥49.0,马勒 ￥42.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,四效空调滤清器 ￥89.0,汉格斯特 Hengst ￥55.0,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,普力马,2000.07-2014 - 2.0L,马勒 ￥25.0,,,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,汉格斯特 Hengst ￥27.0,,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,曼牌 Mann ￥24.0,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,2001.11-2014 - 2.0L,汉格斯特 Hengst ￥24.0,,,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,曼牌 Mann ￥28.0,,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,,,,,
马自达(一汽),马自达8,2010.12-2014 - 2.3L,马勒 ￥26.0,三效空调滤清器 ￥79.0,豹王 Tora ￥68.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,汉格斯特 Hengst ￥44.0,,,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2012.01-2014 - 2.5L,马勒 ￥26.0,三效空调滤清器 ￥79.0,豹王 Tora ￥68.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,汉格斯特 Hengst ￥44.0,,,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,马自达6,2003.04-2014 - 2.3L,马勒 ￥30.0,三效空调滤清器 ￥49.0,马勒 ￥42.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,四效空调滤清器 ￥89.0,汉格斯特 Hengst ￥55.0,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2003.04-2014 - 2.0L,马勒 ￥26.0,三效空调滤清器 ￥49.0,马勒 ￥42.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,汉格斯特 Hengst ￥44.0,四效空调滤清器 ￥89.0,汉格斯特 Hengst ￥55.0,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥336.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,嘉实多 极护 SN 0W-40 ￥482.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,睿翼,2009.01-2014 - 2.5L,马勒 ￥30.0,三效空调滤清器 ￥49.0,马勒 ￥42.0,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,四效空调滤清器 ￥89.0,汉格斯特 Hengst ￥55.0,嘉实多 金嘉护 SN 10W-40 ￥207.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥276.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥387.0
